Unnamed: 0,OID_,Elevation,Latitude,Longitude,Interpolated_Tmean(C),Adjusted_Tmean(C)
0,148,72.0,-47.275,167.475,14.343680833510007,13.911680833510006
1,153,244.0,-47.275,167.525,14.31249421202665,12.84849421202665
2,156,49.0,-47.225,167.475,14.266531363515242,13.972531363515241
3,165,326.0,-47.225,167.525,14.232533908536425,12.276533908536425
4,174,36.0,-47.225,167.575,14.207150187947263,13.991150187947264
5,183,127.0,-47.175,167.575,14.121309043293877,13.359309043293877
6,272,179.0,-47.175,167.625,14.102843099426536,13.028843099426537
7,278,24.0,-47.175,167.675,14.094226827961393,13.950226827961393
8,285,104.0,-47.175,167.725,14.095577187013987,13.471577187013986
9,403,141.0,-47.125,167.625,14.010853793552087,13.164853793552087
10,405,259.0,-47.125,167.675,14.000559602158319,12.446559602158318
11,413,184.0,-47.125,167.725,14.001140463544289,12.89714046354429
12,293,124.0,-47.175,167.775,14.106857920269249,13.36285792026925
13,301,165.0,-47.175,167.825,14.127859301159333,13.137859301159333
14,309,0.0,-47.175,167.875,14.158176329576236,14.158176329576236
15,415,252.0,-47.125,167.775,14.012645727678319,12.500645727678318
16,418,256.0,-47.125,167.825,14.034945712446643,12.498945712446643
17,422,293.0,-47.125,167.875,14.067709987335547,12.309709987335548
18,425,75.0,-47.125,167.925,14.110383808954793,13.660383808954794
19,430,119.0,-47.125,167.975,14.162156665508519,13.448156665508519
20,436,61.0,-47.125,168.025,14.221906122198561,13.855906122198562
21,449,204.0,-47.075,167.625,13.914713387232041,12.69071338723204
22,456,363.0,-47.075,167.675,13.902171186113264,11.724171186113264
23,549,158.0,-47.075,167.725,13.901450094082975,12.953450094082974
24,667,380.0,-47.025,167.725,13.79643154702353,11.516431547023531
25,906,112.0,-46.975,167.725,13.686104281907319,13.014104281907318
26,556,176.0,-47.075,167.775,13.912699170170526,12.856699170170526
27,562,506.0,-47.075,167.825,13.935883416401339,10.89988341640134
28,568,258.0,-47.075,167.875,13.970761238575506,12.422761238575506
29,672,192.0,-47.025,167.775,13.806841904115572,12.654841904115573
30,677,419.0,-47.025,167.825,13.830391499359393,11.316391499359394
31,682,402.0,-47.025,167.875,13.866945093301183,11.454945093301184
32,944,100.0,-46.975,167.775,13.694977545033908,13.094977545033908
33,945,218.0,-46.975,167.825,13.718253322556848,12.410253322556848
34,946,59.0,-46.975,167.875,13.755932476073212,13.401932476073213
35,950,15.0,-46.925,167.775,13.577106994700443,13.487106994700444
36,951,60.0,-46.925,167.825,13.59931346069061,13.23931346069061
37,952,262.0,-46.925,167.875,13.637411211668223,12.065411211668224
38,574,183.0,-47.075,167.925,14.016863668897713,12.918863668897712
39,580,36.0,-47.075,167.975,14.073474159289617,13.857474159289618
40,652,61.0,-47.075,168.025,14.139593424333725,13.773593424333725
