Unnamed: 0,OID_,Elevation,Latitude,Longitude,Interpolated_Tmean(C),Adjusted_Tmean(C)
0,148,72.0,-47.275,167.475,8.48372050569742,8.05172050569742
1,153,244.0,-47.275,167.525,8.39205777522875,6.9280577752287495
2,156,49.0,-47.225,167.475,8.549980436248006,8.255980436248006
3,165,326.0,-47.225,167.525,8.45503516291501,6.4990351629150105
4,174,36.0,-47.225,167.575,8.355642408976564,8.139642408976565
5,183,127.0,-47.175,167.575,8.41816209553508,7.65616209553508
6,272,179.0,-47.175,167.625,8.309897398750763,7.2358973987507635
7,278,24.0,-47.175,167.675,8.198716192768188,8.054716192768188
8,285,104.0,-47.175,167.725,8.08738000530866,7.46338000530866
9,403,141.0,-47.125,167.625,8.37140092937625,7.52540092937625
10,405,259.0,-47.125,167.675,8.253171129646944,6.699171129646944
11,413,184.0,-47.125,167.725,8.133077955848421,7.029077955848421
12,293,124.0,-47.175,167.775,7.97953958385915,7.2355395838591505
13,301,165.0,-47.175,167.825,7.8796479922457365,6.889647992245736
14,309,0.0,-47.175,167.875,7.792812155355932,7.792812155355932
15,415,252.0,-47.125,167.775,8.015140309144044,6.503140309144044
16,418,256.0,-47.125,167.825,7.90435931221873,6.368359312218731
17,422,293.0,-47.125,167.875,7.8065488055872265,6.0485488055872265
18,425,75.0,-47.125,167.925,7.7281704291235656,7.278170429123565
19,430,119.0,-47.125,167.975,7.676136441063136,6.9621364410631355
20,436,61.0,-47.125,168.025,7.657398747818661,7.291398747818661
21,449,204.0,-47.075,167.625,8.437564428852056,7.213564428852056
22,456,363.0,-47.075,167.675,8.312689139624126,6.134689139624126
23,549,158.0,-47.075,167.725,8.183927860169206,7.235927860169205
24,667,380.0,-47.025,167.725,8.23999614683271,5.95999614683271
25,906,112.0,-46.975,167.725,8.300449074828066,7.628449074828066
26,556,176.0,-47.075,167.775,8.055728525912855,6.999728525912855
27,562,506.0,-47.075,167.825,7.933687085707788,4.897687085707789
28,568,258.0,-47.075,167.875,7.824296563325333,6.276296563325333
29,672,192.0,-47.025,167.775,8.10176198107365,6.94976198107365
30,677,419.0,-47.025,167.825,7.968691506059258,5.454691506059258
31,682,402.0,-47.025,167.875,7.8479454657644965,5.435945465764497
32,944,100.0,-46.975,167.775,8.152789143074187,7.552789143074188
33,945,218.0,-46.975,167.825,8.009671298408648,6.701671298408648
34,946,59.0,-46.975,167.875,7.879007134237327,7.525007134237327
35,950,15.0,-46.925,167.775,8.206814249861054,8.116814249861054
36,951,60.0,-46.925,167.825,8.055380167614203,7.695380167614203
37,952,262.0,-46.925,167.875,7.917576931533404,6.345576931533404
38,574,183.0,-47.075,167.925,7.734812981667346,6.6368129816673465
39,580,36.0,-47.075,167.975,7.673252751148539,7.4572527511485385
40,652,61.0,-47.075,168.025,7.648328503695666,7.282328503695666
41,656,65.0,-47.075,168.075,7.668719043736928,7.2787190437369285
42,687,299.0,-47.025,167.925,7.747360039502382,5.953360039502382
43,692,278.0,-47.025,167.975,7.675657365340157,6.007657365340157
44,697,165.0,-47.025,168.025,7.642973762442125,6.652973762442125
45,702,107.0,-47.025,168.075,7.661182370167808,7.019182370167807
46,947,462.0,-46.975,167.975,7.688584497678676,4.9165844976786754
47,948,252.0,-46.975,168.025,7.648152180874604,6.136152180874603
48,949,156.0,-46.975,168.075,7.661877072954667,6.725877072954667
49,953,274.0,-46.925,167.925,7.802065450770897,6.158065450770897
50,954,34.0,-46.925,167.975,7.717692243211786,7.5136922432117865
51,662,63.0,-47.075,168.125,7.740599672571989,7.362599672571989
52,767,140.0,-47.025,168.125,7.74159918782243,6.9015991878224305
53,858,121.0,-47.025,168.175,7.886456343680038,7.160456343680038
