Unnamed: 0,OID_,Elevation,Latitude,Longitude,Interpolated_Tmean(C),Adjusted_Tmean(C)
0,148,72.0,-47.275,167.475,15.379402442180435,14.947402442180435
1,153,244.0,-47.275,167.525,15.178751854065922,13.714751854065922
2,156,49.0,-47.225,167.475,15.413471275038319,15.119471275038318
3,165,326.0,-47.225,167.525,15.217379564841394,13.261379564841395
4,174,36.0,-47.225,167.575,14.986853491267539,14.77085349126754
5,183,127.0,-47.175,167.575,15.009947951111826,14.247947951111826
6,272,179.0,-47.175,167.625,14.760359013162088,13.686359013162088
7,278,24.0,-47.175,167.675,14.492688017591718,14.348688017591718
8,285,104.0,-47.175,167.725,14.212975695743808,13.588975695743807
9,403,141.0,-47.125,167.625,14.780098648523563,13.934098648523563
10,405,259.0,-47.125,167.675,14.517991161512327,12.963991161512327
11,413,184.0,-47.125,167.725,14.242416928129387,13.138416928129388
12,293,124.0,-47.175,167.775,13.926648757740622,13.182648757740623
13,301,165.0,-47.175,167.825,13.63889795236173,12.64889795236173
14,309,0.0,-47.175,167.875,13.35492527540191,13.35492527540191
15,415,252.0,-47.125,167.775,13.958782534115016,12.446782534115016
16,418,256.0,-47.125,167.825,13.672366144470288,12.136366144470289
17,422,293.0,-47.125,167.875,13.388557817626861,11.630557817626862
18,425,75.0,-47.125,167.925,13.11306362709729,12.66306362709729
19,430,119.0,-47.125,167.975,12.852025842075818,12.138025842075818
20,436,61.0,-47.125,168.025,12.611945354059571,12.245945354059572
21,449,204.0,-47.075,167.625,14.797937949217157,13.573937949217157
22,456,363.0,-47.075,167.675,14.543151802121429,12.365151802121428
23,549,158.0,-47.075,167.725,14.273826590113458,13.325826590113458
24,667,380.0,-47.025,167.725,14.312163137990865,12.032163137990866
25,906,112.0,-46.975,167.725,14.36180938401958,13.68980938401958
26,556,176.0,-47.075,167.775,13.995083127825637,12.939083127825636
27,562,506.0,-47.075,167.825,13.71207258765935,10.67607258765935
28,568,258.0,-47.075,167.875,13.430173960092361,11.882173960092361
29,672,192.0,-47.025,167.775,14.04054361100134,12.88854361100134
30,677,419.0,-47.025,167.825,13.76327035020222,11.24927035020222
31,682,402.0,-47.025,167.875,13.485491428495152,11.073491428495153
32,944,100.0,-46.975,167.775,14.099739268305711,13.499739268305712
33,945,218.0,-46.975,167.825,13.830962314648787,12.522962314648787
34,946,59.0,-46.975,167.875,13.560249208458117,13.206249208458118
35,950,15.0,-46.925,167.775,14.17628838357632,14.08628838357632
36,951,60.0,-46.925,167.825,13.919211121319677,13.559211121319677
37,952,262.0,-46.925,167.875,13.659325695800362,12.087325695800363
38,574,183.0,-47.075,167.925,13.15524583691149,12.05724583691149
39,580,36.0,-47.075,167.975,12.893890791005106,12.677890791005106
40,652,61.0,-47.075,168.025,12.65361219625629,12.28761219625629
41,656,65.0,-47.075,168.075,12.442503644691897,12.052503644691896
