Unnamed: 0,OID_,Elevation,Latitude,Longitude,Interpolated_Tmean(C),Adjusted_Tmean(C)
0,148,72.0,-47.275,167.475,11.2209059902234,10.7889059902234
1,153,244.0,-47.275,167.525,11.255620127980364,9.791620127980364
2,156,49.0,-47.225,167.475,11.079427119693719,10.785427119693718
3,165,326.0,-47.225,167.525,11.112416975287488,9.156416975287488
4,174,36.0,-47.225,167.575,11.149231285089627,10.933231285089628
5,183,127.0,-47.175,167.575,11.000755354529247,10.238755354529246
6,272,179.0,-47.175,167.625,11.043013231363147,9.969013231363148
7,278,24.0,-47.175,167.675,11.094180839747423,10.950180839747423
8,285,104.0,-47.175,167.725,11.156106635375181,10.53210663537518
9,403,141.0,-47.125,167.625,10.892117792071076,10.046117792071076
10,405,259.0,-47.125,167.675,10.942341112851864,9.388341112851863
11,413,184.0,-47.125,167.725,11.003604006720707,9.899604006720708
12,293,124.0,-47.175,167.775,11.230473022180377,10.486473022180377
13,301,165.0,-47.175,167.825,11.31886893635965,10.32886893635965
14,309,0.0,-47.175,167.875,11.422824269946432,11.422824269946432
15,415,252.0,-47.125,167.775,11.077696401218418,9.565696401218418
16,418,256.0,-47.125,167.825,11.166362306772498,9.630362306772499
17,422,293.0,-47.125,167.875,11.271347832662286,9.513347832662287
18,425,75.0,-47.125,167.925,11.394433034642134,10.944433034642135
19,430,119.0,-47.125,167.975,11.537410535063827,10.823410535063827
20,436,61.0,-47.125,168.025,11.701917964790482,11.335917964790482
21,449,204.0,-47.075,167.625,10.741926302580396,9.517926302580396
22,456,363.0,-47.075,167.675,10.791170772572514,8.613170772572513
23,549,158.0,-47.075,167.725,10.851802705874434,9.903802705874433
24,667,380.0,-47.025,167.725,10.702363400836475,8.422363400836476
25,906,112.0,-46.975,167.725,10.556801596045261,9.88480159604526
26,556,176.0,-47.075,167.775,10.925659994740272,9.869659994740271
27,562,506.0,-47.075,167.825,11.014586549194064,7.978586549194064
28,568,258.0,-47.075,167.875,11.120481572346762,9.572481572346762
29,672,192.0,-47.025,167.775,10.77606111735804,9.62406111735804
30,677,419.0,-47.025,167.825,10.865359176270431,8.351359176270432
31,682,402.0,-47.025,167.875,10.972245891869534,8.560245891869535
32,944,100.0,-46.975,167.775,10.630471266282257,10.030471266282257
33,945,218.0,-46.975,167.825,10.720415171730565,9.412415171730565
34,946,59.0,-46.975,167.875,10.828705179446843,10.474705179446843
35,950,15.0,-46.925,167.775,10.490105375065468,10.400105375065468
36,951,60.0,-46.925,167.825,10.581052312860265,10.221052312860266
37,952,262.0,-46.925,167.875,10.691438411420677,9.119438411420678
38,574,183.0,-47.075,167.925,11.245372944278643,10.147372944278642
39,580,36.0,-47.075,167.975,11.391497163800523,11.175497163800523
40,652,61.0,-47.075,168.025,11.561295903666178,11.195295903666178
41,656,65.0,-47.075,168.075,11.757034055888653,11.367034055888652
42,687,299.0,-47.025,167.925,11.098880640143761,9.304880640143761
43,692,278.0,-47.025,167.975,11.247766615648288,9.579766615648289
44,697,165.0,-47.025,168.025,11.422020618192619,10.432020618192618
45,702,107.0,-47.025,168.075,11.62550532098976,10.98350532098976
46,947,462.0,-46.975,167.975,11.109523253137013,8.337523253137013
47,948,252.0,-46.975,168.025,11.28788392408751,9.775883924087509
48,949,156.0,-46.975,168.075,11.497693920624442,10.561693920624442
49,953,274.0,-46.925,167.925,10.823657253931742,9.179657253931742
50,954,34.0,-46.925,167.975,10.980317728273803,10.776317728273803
51,662,63.0,-47.075,168.125,11.979495151754236,11.601495151754236
52,767,140.0,-47.025,168.125,11.861578273004852,11.021578273004852
53,858,121.0,-47.025,168.175,12.128566202736693,11.402566202736693
54,968,161.0,-46.775,167.625,10.406,9.440000000000001
55,969,177.0,-46.775,167.725,10.406,9.344000000000001
56,955,228.0,-46.875,167.775,10.406,9.038
57,956,54.0,-46.875,167.825,10.44778509187745,10.12378509187745
58,957,20.0,-46.875,167.875,10.560868475033203,10.440868475033204
59,962,70.0,-46.825,167.775,10.406,9.986
60,963,19.0,-46.825,167.825,10.406,10.292
61,964,16.0,-46.825,167.875,10.435882999212481,10.339882999212481
62,970,38.0,-46.775,167.775,10.406,10.178
63,971,39.0,-46.775,167.825,10.406,10.172
64,972,96.0,-46.775,167.875,10.406,9.83
65,958,20.0,-46.875,167.925,10.697767219651723,10.577767219651724
66,959,304.0,-46.875,167.975,10.861661180271767,9.037661180271767
67,960,121.0,-46.875,168.025,11.056272513407748,10.330272513407749
68,961,112.0,-46.875,168.075,11.286774514592253,10.614774514592252
69,965,26.0,-46.825,167.925,10.577813001174945,10.421813001174945
70,966,263.0,-46.825,167.975,10.750235183077166,9.172235183077166
71,967,230.0,-46.825,168.025,10.9582747023087,9.5782747023087
72,973,238.0,-46.775,167.925,10.459533903456759,9.031533903456758
