,OID_,Elevation,Latitude,Longitude
4853,4007,120.0,-43.075,172.975
4854,4059,235.0,-43.025,172.925
4855,4060,117.0,-43.025,172.975
4856,4061,60.0,-43.025,173.025
4857,4062,59.0,-43.025,173.075
4858,4063,17.0,-42.975,170.675
4859,4066,56.0,-42.975,170.725
4860,4068,557.0,-42.975,170.775
4861,4069,248.0,-42.975,170.825
4862,4070,328.0,-42.975,170.875
4863,4071,666.0,-42.975,170.925
4864,4269,36.0,-42.925,170.775
4865,4275,502.0,-42.925,170.825
4866,4280,85.0,-42.925,170.875
4867,4288,217.0,-42.925,170.925
4868,4335,8.0,-42.875,170.825
4869,4336,74.0,-42.875,170.875
4870,4337,69.0,-42.875,170.925
4871,5453,24.0,-42.825,170.875
4872,5456,24.0,-42.825,170.925
4873,4072,393.0,-42.975,170.975
4874,4073,143.0,-42.975,171.025
4875,4074,952.0,-42.975,171.075
4876,4075,1019.0,-42.975,171.125
4877,4289,107.0,-42.925,170.975
4878,4290,54.0,-42.925,171.025
4879,4291,107.0,-42.925,171.075
4880,4292,220.0,-42.925,171.125
4881,4338,40.0,-42.875,170.975
4882,4339,39.0,-42.875,171.025
4883,4340,38.0,-42.875,171.075
4884,4341,154.0,-42.875,171.125
4885,5462,71.0,-42.825,170.975
4886,5560,18.0,-42.825,171.025
4887,5563,156.0,-42.825,171.075
4888,5565,475.0,-42.825,171.125
4889,4076,1284.0,-42.975,171.175
4890,4077,887.0,-42.975,171.225
4891,4078,1731.0,-42.975,171.275
4892,4293,789.0,-42.925,171.175
4893,4294,957.0,-42.925,171.225
4894,4295,1360.0,-42.925,171.275
4895,4342,318.0,-42.875,171.175
4896,4343,791.0,-42.875,171.225
4897,4344,934.0,-42.875,171.275
4898,5567,602.0,-42.825,171.175
4899,5569,153.0,-42.825,171.225
4900,5571,797.0,-42.825,171.275
4901,4079,1204.0,-42.975,171.325
4902,4080,1635.0,-42.975,171.375
4903,4081,1408.0,-42.975,171.425
4904,4082,1544.0,-42.975,171.475
4905,4296,1025.0,-42.925,171.325
4906,4297,1487.0,-42.925,171.375
4907,4298,1387.0,-42.925,171.425
4908,4299,991.0,-42.925,171.475
4909,4345,1531.0,-42.875,171.325
4910,4346,734.0,-42.875,171.375
4911,4347,1027.0,-42.875,171.425
4912,4348,1260.0,-42.875,171.475
4913,5573,912.0,-42.825,171.325
4914,5575,1136.0,-42.825,171.375
4915,5577,1336.0,-42.825,171.425
4916,5579,717.0,-42.825,171.475
4917,4083,1034.0,-42.975,171.525
4918,4084,893.0,-42.975,171.575
4919,4085,738.0,-42.975,171.625
4920,4300,1733.0,-42.925,171.525
4921,4301,1604.0,-42.925,171.575
4922,4302,1064.0,-42.925,171.625
4923,4349,1053.0,-42.875,171.525
4924,4350,1462.0,-42.875,171.575
4925,4351,1134.0,-42.875,171.625
4926,5581,1175.0,-42.825,171.525
4927,5583,810.0,-42.825,171.575
4928,5659,759.0,-42.825,171.625
4929,4086,1271.0,-42.975,171.675
4930,4087,767.0,-42.975,171.725
4931,4088,1023.0,-42.975,171.775
4932,4089,1481.0,-42.975,171.825
4933,4303,1600.0,-42.925,171.675
4934,4304,1311.0,-42.925,171.725
4935,4305,1017.0,-42.925,171.775
4936,4306,786.0,-42.925,171.825
4937,4352,1236.0,-42.875,171.675
4938,4353,1194.0,-42.875,171.725
4939,4354,1138.0,-42.875,171.775
4940,4355,1284.0,-42.875,171.825
4941,5661,785.0,-42.825,171.675
4942,5662,819.0,-42.825,171.725
4943,5665,880.0,-42.825,171.775
4944,5669,1016.0,-42.825,171.825
4945,4090,977.0,-42.975,171.875
4946,4091,1226.0,-42.975,171.925
4947,4092,1478.0,-42.975,171.975
4948,4307,791.0,-42.925,171.875
4949,4308,838.0,-42.925,171.925
4950,4309,747.0,-42.925,171.975
4951,4356,697.0,-42.875,171.875
4952,4357,1374.0,-42.875,171.925
4953,4358,1381.0,-42.875,171.975
4954,5673,710.0,-42.825,171.875
4955,5677,1147.0,-42.825,171.925
4956,5681,1082.0,-42.825,171.975
4957,4093,975.0,-42.975,172.025
4958,4094,803.0,-42.975,172.075
4959,4095,1466.0,-42.975,172.125
4960,4096,1256.0,-42.975,172.175
4961,4310,799.0,-42.925,172.025
4962,4311,1308.0,-42.925,172.075
4963,4312,882.0,-42.925,172.125
4964,4313,1051.0,-42.925,172.175
4965,4359,1643.0,-42.875,172.025
4966,4360,1101.0,-42.875,172.075
4967,4361,1539.0,-42.875,172.125
4968,4362,1358.0,-42.875,172.175
4969,5685,952.0,-42.825,172.025
4970,5689,1686.0,-42.825,172.075
4971,5693,937.0,-42.825,172.125
4972,5697,712.0,-42.825,172.175
4973,4097,1095.0,-42.975,172.225
4974,4098,801.0,-42.975,172.275
4975,4100,1181.0,-42.975,172.325
4976,4101,756.0,-42.975,172.375
4977,4314,1326.0,-42.925,172.225
4978,4315,915.0,-42.925,172.275
4979,4316,599.0,-42.925,172.325
4980,4317,709.0,-42.925,172.375
4981,4363,1514.0,-42.875,172.225
4982,4364,1174.0,-42.875,172.275
4983,4365,561.0,-42.875,172.325
4984,4366,1063.0,-42.875,172.375
4985,5701,681.0,-42.825,172.225
4986,5785,745.0,-42.825,172.275
4987,5787,649.0,-42.825,172.325
4988,5789,821.0,-42.825,172.375
4989,4102,563.0,-42.975,172.425
4990,4103,482.0,-42.975,172.475
4991,4104,324.0,-42.975,172.525
4992,4318,520.0,-42.925,172.425
4993,4319,459.0,-42.925,172.475
4994,4320,442.0,-42.925,172.525
4995,4367,508.0,-42.875,172.425
4996,4368,463.0,-42.875,172.475
4997,4369,401.0,-42.875,172.525
4998,5791,469.0,-42.825,172.425
4999,5793,571.0,-42.825,172.475
5000,5795,525.0,-42.825,172.525
5001,4105,303.0,-42.975,172.575
5002,4106,383.0,-42.975,172.625
5003,4107,297.0,-42.975,172.675
5004,4108,378.0,-42.975,172.725
5005,4321,300.0,-42.925,172.575
5006,4322,295.0,-42.925,172.625
5007,4323,330.0,-42.925,172.675
5008,4324,285.0,-42.925,172.725
5009,4370,303.0,-42.875,172.575
5010,4371,279.0,-42.875,172.625
5011,4372,239.0,-42.875,172.675
5012,4373,216.0,-42.875,172.725
5013,5797,319.0,-42.825,172.575
5014,5799,280.0,-42.825,172.625
5015,5801,261.0,-42.825,172.675
5016,5803,233.0,-42.825,172.725
5017,4064,257.0,-42.975,172.775
5018,4121,262.0,-42.975,172.825
5019,4128,119.0,-42.975,172.875
5020,4325,480.0,-42.925,172.775
5021,4326,273.0,-42.925,172.825
5022,4327,182.0,-42.925,172.875
5023,4374,283.0,-42.875,172.775
5024,4375,490.0,-42.875,172.825
5025,5215,295.0,-42.875,172.875
5026,5805,203.0,-42.825,172.775
5027,5807,172.0,-42.825,172.825
5028,5810,143.0,-42.825,172.875
5029,4134,194.0,-42.975,172.925
5030,4138,305.0,-42.975,172.975
5031,4145,359.0,-42.975,173.025
5032,4154,293.0,-42.975,173.075
5033,4328,149.0,-42.925,172.925
5034,4329,187.0,-42.925,172.975
5035,4330,383.0,-42.925,173.025
5036,4331,138.0,-42.925,173.075
5037,5323,228.0,-42.875,172.925
5038,5327,144.0,-42.875,172.975
5039,5333,112.0,-42.875,173.025
5040,5340,106.0,-42.875,173.075
5041,5813,243.0,-42.825,172.925
5042,5816,524.0,-42.825,172.975
5043,5819,383.0,-42.825,173.025
5044,5822,299.0,-42.825,173.075
5045,4163,126.0,-42.975,173.125
5046,4260,44.0,-42.975,173.175
5047,4332,425.0,-42.925,173.125
5048,4333,60.0,-42.925,173.175
5049,4334,45.0,-42.925,173.225
5050,5438,291.0,-42.875,173.125
5051,5443,58.0,-42.875,173.175
5052,5448,33.0,-42.875,173.225
5053,5824,196.0,-42.825,173.125
5054,5826,354.0,-42.825,173.175
5055,5828,72.0,-42.825,173.225
5056,5450,168.0,-42.875,173.275
5057,5830,81.0,-42.825,173.275
5058,5832,181.0,-42.825,173.325
5059,5834,20.0,-42.775,170.925
5060,5108,47.0,-42.625,171.125
5061,5221,19.0,-42.725,170.975
5062,5222,83.0,-42.725,171.025
5063,5223,174.0,-42.725,171.075
5064,5224,85.0,-42.725,171.125
5065,5270,13.0,-42.675,171.025
5066,5271,90.0,-42.675,171.075
5067,5272,81.0,-42.675,171.125
5068,5836,72.0,-42.775,170.975
5069,5838,20.0,-42.775,171.025
5070,5840,102.0,-42.775,171.075
5071,5842,160.0,-42.775,171.125
5072,5109,79.0,-42.625,171.175
5073,5110,80.0,-42.625,171.225
5074,5111,127.0,-42.625,171.275
5075,5225,144.0,-42.725,171.175
5076,5226,190.0,-42.725,171.225
5077,5227,59.0,-42.725,171.275
5078,5273,124.0,-42.675,171.175
5079,5274,68.0,-42.675,171.225
5080,5279,173.0,-42.675,171.275
5081,5844,148.0,-42.775,171.175
5082,5846,699.0,-42.775,171.225
5083,5848,725.0,-42.775,171.275
5084,5112,192.0,-42.625,171.325
5085,5113,144.0,-42.625,171.375
5086,5114,89.0,-42.625,171.425
5087,5115,89.0,-42.625,171.475
5088,5228,767.0,-42.725,171.325
5089,5229,700.0,-42.725,171.375
5090,5230,230.0,-42.725,171.425
5091,5231,152.0,-42.725,171.475
5092,5280,613.0,-42.675,171.325
5093,5281,710.0,-42.675,171.375
5094,5282,425.0,-42.675,171.425
5095,5283,420.0,-42.675,171.475
5096,5850,323.0,-42.775,171.325
5097,5852,541.0,-42.775,171.375
5098,5854,470.0,-42.775,171.425
5099,5856,216.0,-42.775,171.475
5100,5116,111.0,-42.625,171.525
5101,5117,120.0,-42.625,171.575
5102,5118,889.0,-42.625,171.625
5103,5232,409.0,-42.725,171.525
5104,5233,1041.0,-42.725,171.575
5105,5234,1055.0,-42.725,171.625
5106,5284,192.0,-42.675,171.525
5107,5285,354.0,-42.675,171.575
5108,5286,306.0,-42.675,171.625
5109,5858,966.0,-42.775,171.525
5110,5860,1102.0,-42.775,171.575
5111,5862,277.0,-42.775,171.625
5112,5119,443.0,-42.625,171.675
5113,5120,1107.0,-42.625,171.725
5114,5121,732.0,-42.625,171.775
5115,5122,720.0,-42.625,171.825
5116,5235,1126.0,-42.725,171.675
5117,5236,1171.0,-42.725,171.725
5118,5237,964.0,-42.725,171.775
5119,5238,942.0,-42.725,171.825
5120,5287,684.0,-42.675,171.675
5121,5288,1236.0,-42.675,171.725
5122,5289,976.0,-42.675,171.775
5123,5290,1014.0,-42.675,171.825
5124,5864,322.0,-42.775,171.675
5125,5866,398.0,-42.775,171.725
5126,5868,1163.0,-42.775,171.775
5127,5870,1307.0,-42.775,171.825
5128,5123,955.0,-42.625,171.875
5129,5124,380.0,-42.625,171.925
5130,5125,707.0,-42.625,171.975
5131,5239,1148.0,-42.725,171.875
5132,5240,995.0,-42.725,171.925
5133,5241,874.0,-42.725,171.975
5134,5291,833.0,-42.675,171.875
5135,5292,1406.0,-42.675,171.925
5136,5293,1367.0,-42.675,171.975
5137,5872,1104.0,-42.775,171.875
5138,5874,975.0,-42.775,171.925
5139,5876,1094.0,-42.775,171.975
5140,5126,1010.0,-42.625,172.025
5141,5127,1324.0,-42.625,172.075
5142,5128,1604.0,-42.625,172.125
5143,5129,1512.0,-42.625,172.175
5144,5242,1507.0,-42.725,172.025
5145,5243,1328.0,-42.725,172.075
5146,5244,1303.0,-42.725,172.125
5147,5245,764.0,-42.725,172.175
5148,5294,1294.0,-42.675,172.025
5149,5295,813.0,-42.675,172.075
5150,5296,1187.0,-42.675,172.125
5151,5297,884.0,-42.675,172.175
5152,5878,1367.0,-42.775,172.025
5153,5880,1511.0,-42.775,172.075
5154,5882,1385.0,-42.775,172.125
5155,5883,608.0,-42.775,172.175
5156,5130,963.0,-42.625,172.225
5157,5131,634.0,-42.625,172.275
5158,5132,1051.0,-42.625,172.325
5159,5133,1131.0,-42.625,172.375
5160,5246,1002.0,-42.725,172.225
5161,5247,546.0,-42.725,172.275
5162,5248,950.0,-42.725,172.325
5163,5249,1307.0,-42.725,172.375
5164,5298,768.0,-42.675,172.225
5165,5299,1473.0,-42.675,172.275
5166,5300,1720.0,-42.675,172.325
5167,5301,1475.0,-42.675,172.375
5168,5884,743.0,-42.775,172.225
5169,5885,590.0,-42.775,172.275
5170,5886,550.0,-42.775,172.325
5171,5887,1028.0,-42.775,172.375
5172,5134,656.0,-42.625,172.425
5173,5135,591.0,-42.625,172.475
5174,5136,876.0,-42.625,172.525
5175,5250,637.0,-42.725,172.425
5176,5251,1070.0,-42.725,172.475
5177,5252,868.0,-42.725,172.525
5178,5302,978.0,-42.675,172.425
5179,5303,1214.0,-42.675,172.475
5180,5304,1059.0,-42.675,172.525
5181,5888,764.0,-42.775,172.425
5182,5889,479.0,-42.775,172.475
5183,5890,592.0,-42.775,172.525
5184,5137,973.0,-42.625,172.575
5185,5138,1113.0,-42.625,172.625
5186,5139,995.0,-42.625,172.675
5187,5140,556.0,-42.625,172.725
5188,5253,574.0,-42.725,172.575
5189,5254,902.0,-42.725,172.625
5190,5255,410.0,-42.725,172.675
5191,5256,379.0,-42.725,172.725
5192,5305,754.0,-42.675,172.575
5193,5306,1355.0,-42.675,172.625
5194,5307,549.0,-42.675,172.675
5195,5308,498.0,-42.675,172.725
5196,5891,623.0,-42.775,172.575
5197,5892,386.0,-42.775,172.625
5198,5893,405.0,-42.775,172.675
5199,5894,264.0,-42.775,172.725
5200,5141,279.0,-42.625,172.775
5201,5142,573.0,-42.625,172.825
5202,5143,320.0,-42.625,172.875
5203,5257,423.0,-42.725,172.775
5204,5258,426.0,-42.725,172.825
5205,5259,219.0,-42.725,172.875
5206,5309,277.0,-42.675,172.775
5207,5310,274.0,-42.675,172.825
5208,5311,217.0,-42.675,172.875
5209,5895,213.0,-42.775,172.775
5210,5896,192.0,-42.775,172.825
5211,5897,175.0,-42.775,172.875
5212,5144,222.0,-42.625,172.925
5213,5145,185.0,-42.625,172.975
5214,5146,159.0,-42.625,173.025
5215,5147,201.0,-42.625,173.075
5216,5149,219.0,-42.775,172.975
5217,5208,616.0,-42.775,173.025
5218,5210,451.0,-42.775,173.075
5219,5260,188.0,-42.725,172.925
5220,5261,163.0,-42.725,172.975
5221,5262,143.0,-42.725,173.025
5222,5263,316.0,-42.725,173.075
5223,5312,184.0,-42.675,172.925
5224,5313,185.0,-42.675,172.975
5225,5314,234.0,-42.675,173.025
5226,5315,118.0,-42.675,173.075
5227,5898,171.0,-42.775,172.925
5228,5101,241.0,-42.675,173.125
5229,5102,308.0,-42.675,173.175
5230,5103,231.0,-42.675,173.225
5231,5148,181.0,-42.625,173.125
5232,5155,240.0,-42.625,173.175
5233,5156,246.0,-42.625,173.225
5234,5212,227.0,-42.775,173.125
5235,5216,189.0,-42.775,173.175
5236,5217,70.0,-42.775,173.225
5237,5264,245.0,-42.725,173.125
5238,5265,111.0,-42.725,173.175
5239,5266,51.0,-42.725,173.225
5240,5104,114.0,-42.675,173.275
5241,5105,101.0,-42.675,173.325
5242,5106,284.0,-42.675,173.375
5243,5107,54.0,-42.675,173.425
5244,5157,156.0,-42.625,173.275
5245,5158,129.0,-42.625,173.325
5246,5159,207.0,-42.625,173.375
5247,5160,258.0,-42.625,173.425
5248,5218,43.0,-42.775,173.275
5249,5219,218.0,-42.775,173.325
5250,5220,5.0,-42.775,173.375
5251,5267,37.0,-42.725,173.275
5252,5268,92.0,-42.725,173.325
5253,5269,338.0,-42.725,173.375
5254,5161,22.0,-42.575,171.125
5255,5162,115.0,-42.575,171.175
5256,5163,155.0,-42.575,171.225
5257,5164,238.0,-42.575,171.275
5258,5330,21.0,-42.525,171.175
5259,5337,142.0,-42.525,171.225
5260,5447,213.0,-42.525,171.275
5261,5733,155.0,-42.475,171.225
5262,5734,40.0,-42.475,171.275
5263,5165,301.0,-42.575,171.325
5264,5166,283.0,-42.575,171.375
5265,5167,164.0,-42.575,171.425
5266,5168,108.0,-42.575,171.475
5267,5449,161.0,-42.525,171.325
5268,5451,144.0,-42.525,171.375
5269,5454,147.0,-42.525,171.425
5270,5457,167.0,-42.525,171.475
5271,5735,162.0,-42.475,171.325
5272,5736,32.0,-42.475,171.375
5273,5737,155.0,-42.475,171.425
5274,5738,158.0,-42.475,171.475
5275,5169,143.0,-42.575,171.525
5276,5170,219.0,-42.575,171.575
5277,5171,429.0,-42.575,171.625
5278,5463,206.0,-42.525,171.525
5279,5644,220.0,-42.525,171.575
5280,5668,272.0,-42.525,171.625
5281,5739,177.0,-42.475,171.525
5282,5740,281.0,-42.475,171.575
5283,5741,309.0,-42.475,171.625
5284,5172,201.0,-42.575,171.675
5285,5173,202.0,-42.575,171.725
5286,5174,223.0,-42.575,171.775
5287,5175,436.0,-42.575,171.825
5288,5672,316.0,-42.525,171.675
5289,5676,482.0,-42.525,171.725
5290,5680,167.0,-42.525,171.775
5291,5684,331.0,-42.525,171.825
5292,5742,275.0,-42.475,171.675
5293,5743,271.0,-42.475,171.725
5294,5744,140.0,-42.475,171.775
5295,5745,858.0,-42.475,171.825
5296,5176,557.0,-42.575,171.875
5297,5177,543.0,-42.575,171.925
5298,5178,310.0,-42.575,171.975
5299,5688,383.0,-42.525,171.875
5300,5692,770.0,-42.525,171.925
5301,5696,1177.0,-42.525,171.975
5302,5746,937.0,-42.475,171.875
5303,5747,1171.0,-42.475,171.925
5304,5748,398.0,-42.475,171.975
5305,5179,1327.0,-42.575,172.025
5306,5180,888.0,-42.575,172.075
5307,5181,1181.0,-42.575,172.125
5308,5182,964.0,-42.575,172.175
5309,5700,1200.0,-42.525,172.025
5310,5704,1309.0,-42.525,172.075
5311,5705,743.0,-42.525,172.125
5312,5706,1203.0,-42.525,172.175
5313,5749,440.0,-42.475,172.025
5314,5750,1061.0,-42.475,172.075
5315,5751,1087.0,-42.475,172.125
5316,5752,1005.0,-42.475,172.175
5317,5183,922.0,-42.575,172.225
5318,5184,1602.0,-42.575,172.275
5319,5185,1388.0,-42.575,172.325
5320,5186,534.0,-42.575,172.375
5321,5707,723.0,-42.525,172.225
5322,5708,943.0,-42.525,172.275
5323,5709,1279.0,-42.525,172.325
5324,5710,559.0,-42.525,172.375
5325,5753,1555.0,-42.475,172.225
5326,5754,1218.0,-42.475,172.275
5327,5755,1169.0,-42.475,172.325
5328,5756,770.0,-42.475,172.375
5329,5187,1016.0,-42.575,172.425
5330,5188,657.0,-42.575,172.475
5331,5189,619.0,-42.575,172.525
5332,5711,996.0,-42.525,172.425
5333,5712,1471.0,-42.525,172.475
5334,5713,1351.0,-42.525,172.525
5335,5757,1656.0,-42.475,172.425
5336,5758,1263.0,-42.475,172.475
5337,5759,857.0,-42.475,172.525
5338,5190,589.0,-42.575,172.575
5339,5191,371.0,-42.575,172.625
5340,5192,589.0,-42.575,172.675
5341,5193,320.0,-42.575,172.725
5342,5714,699.0,-42.525,172.575
5343,5715,1189.0,-42.525,172.625
5344,5716,719.0,-42.525,172.675
5345,5717,492.0,-42.525,172.725
5346,5760,520.0,-42.475,172.575
5347,5761,985.0,-42.475,172.625
5348,5762,1414.0,-42.475,172.675
5349,5763,1655.0,-42.475,172.725
5350,5194,296.0,-42.575,172.775
5351,5195,382.0,-42.575,172.825
5352,5196,464.0,-42.575,172.875
5353,5718,337.0,-42.525,172.775
5354,5719,358.0,-42.525,172.825
5355,5720,396.0,-42.525,172.875
5356,5764,1205.0,-42.475,172.775
5357,5765,859.0,-42.475,172.825
5358,5766,900.0,-42.475,172.875
5359,5197,833.0,-42.575,172.925
5360,5198,487.0,-42.575,172.975
5361,5199,296.0,-42.575,173.025
5362,5200,290.0,-42.575,173.075
5363,5721,773.0,-42.525,172.925
5364,5722,615.0,-42.525,172.975
5365,5723,596.0,-42.525,173.025
5366,5724,427.0,-42.525,173.075
5367,5767,1309.0,-42.475,172.925
5368,5768,970.0,-42.475,172.975
5369,5769,757.0,-42.475,173.025
5370,5770,1185.0,-42.475,173.075
5371,5201,390.0,-42.575,173.125
5372,5202,356.0,-42.575,173.175
5373,5203,328.0,-42.575,173.225
5374,5725,367.0,-42.525,173.125
5375,5726,575.0,-42.525,173.175
5376,5727,638.0,-42.525,173.225
5377,5771,885.0,-42.475,173.125
5378,5772,617.0,-42.475,173.175
5379,5773,745.0,-42.475,173.225
5380,5151,170.0,-42.575,173.425
5381,5204,342.0,-42.575,173.275
5382,5205,139.0,-42.575,173.325
5383,5206,397.0,-42.575,173.375
5384,5728,387.0,-42.525,173.275
5385,5729,284.0,-42.525,173.325
5386,5730,370.0,-42.525,173.375
5387,5731,500.0,-42.525,173.425
5388,5774,329.0,-42.475,173.275
5389,5775,267.0,-42.475,173.325
5390,5776,295.0,-42.475,173.375
5391,5777,525.0,-42.475,173.425
5392,5277,115.0,-42.575,173.475
5393,5732,52.0,-42.525,173.475
5394,5778,700.0,-42.475,173.475
5395,5779,88.0,-42.475,173.525
5396,5498,234.0,-42.375,171.275
5397,5780,279.0,-42.425,171.225
5398,5781,67.0,-42.425,171.275
5399,5214,121.0,-42.425,171.425
5400,5318,95.0,-42.425,171.475
5401,5378,654.0,-42.275,171.325
5402,5379,1140.0,-42.275,171.375
5403,5380,944.0,-42.275,171.425
5404,5381,280.0,-42.275,171.475
5405,5499,560.0,-42.375,171.325
5406,5500,267.0,-42.375,171.375
5407,5501,74.0,-42.375,171.425
5408,5502,59.0,-42.375,171.475
5409,5547,343.0,-42.325,171.325
5410,5548,875.0,-42.325,171.375
5411,5549,576.0,-42.325,171.425
5412,5550,115.0,-42.325,171.475
5413,5782,286.0,-42.425,171.325
5414,5783,20.0,-42.425,171.375
5415,5320,125.0,-42.425,171.525
5416,5321,154.0,-42.425,171.575
5417,5325,287.0,-42.425,171.625
5418,5382,103.0,-42.275,171.525
5419,5383,165.0,-42.275,171.575
5420,5384,107.0,-42.275,171.625
5421,5503,126.0,-42.375,171.525
5422,5504,80.0,-42.375,171.575
5423,5505,142.0,-42.375,171.625
5424,5551,70.0,-42.325,171.525
5425,5552,79.0,-42.325,171.575
5426,5553,197.0,-42.325,171.625
5427,5153,180.0,-42.325,171.675
5428,5278,136.0,-42.325,171.725
5429,5324,251.0,-42.325,171.775
5430,5328,469.0,-42.325,171.825
5431,5329,293.0,-42.425,171.675
5432,5336,110.0,-42.425,171.725
5433,5385,105.0,-42.275,171.675
5434,5386,181.0,-42.275,171.725
5435,5387,342.0,-42.275,171.775
5436,5388,400.0,-42.275,171.825
5437,5437,281.0,-42.425,171.775
5438,5442,510.0,-42.425,171.825
5439,5506,215.0,-42.375,171.675
5440,5507,221.0,-42.375,171.725
5441,5508,261.0,-42.375,171.775
5442,5509,248.0,-42.375,171.825
5443,5334,365.0,-42.325,171.875
5444,5341,479.0,-42.325,171.925
5445,5342,479.0,-42.325,171.975
5446,5389,695.0,-42.275,171.875
5447,5390,714.0,-42.275,171.925
5448,5391,382.0,-42.275,171.975
5449,5458,1202.0,-42.425,171.875
5450,5464,514.0,-42.425,171.925
5451,5465,299.0,-42.425,171.975
5452,5510,686.0,-42.375,171.875
5453,5511,849.0,-42.375,171.925
5454,5512,760.0,-42.375,171.975
5455,5343,853.0,-42.325,172.025
5456,5344,1054.0,-42.325,172.075
5457,5345,675.0,-42.325,172.125
5458,5346,421.0,-42.325,172.175
5459,5392,1298.0,-42.275,172.025
5460,5393,1239.0,-42.275,172.075
5461,5394,1034.0,-42.275,172.125
5462,5395,571.0,-42.275,172.175
5463,5466,920.0,-42.425,172.025
5464,5467,637.0,-42.425,172.075
5465,5468,1036.0,-42.425,172.125
5466,5469,710.0,-42.425,172.175
5467,5513,839.0,-42.375,172.025
5468,5514,1013.0,-42.375,172.075
5469,5515,487.0,-42.375,172.125
5470,5516,499.0,-42.375,172.175
5471,5347,641.0,-42.325,172.225
5472,5348,709.0,-42.325,172.275
5473,5349,700.0,-42.325,172.325
5474,5350,970.0,-42.325,172.375
5475,5396,435.0,-42.275,172.225
5476,5397,946.0,-42.275,172.275
5477,5398,1051.0,-42.275,172.325
5478,5399,1193.0,-42.275,172.375
5479,5470,1436.0,-42.425,172.225
5480,5471,1129.0,-42.425,172.275
5481,5472,1387.0,-42.425,172.325
5482,5473,1202.0,-42.425,172.375
5483,5517,849.0,-42.375,172.225
5484,5518,519.0,-42.375,172.275
5485,5519,693.0,-42.375,172.325
5486,5520,945.0,-42.375,172.375
5487,5351,1015.0,-42.325,172.425
5488,5352,1273.0,-42.325,172.475
5489,5353,1256.0,-42.325,172.525
5490,5400,1165.0,-42.275,172.425
5491,5401,1876.0,-42.275,172.475
5492,5402,1171.0,-42.275,172.525
5493,5474,1433.0,-42.425,172.425
5494,5475,1085.0,-42.425,172.475
5495,5476,1566.0,-42.425,172.525
5496,5521,1590.0,-42.375,172.425
5497,5522,1390.0,-42.375,172.475
5498,5523,1307.0,-42.375,172.525
5499,5354,1092.0,-42.325,172.575
5500,5355,1148.0,-42.325,172.625
5501,5356,1210.0,-42.325,172.675
5502,5357,1738.0,-42.325,172.725
5503,5403,1191.0,-42.275,172.575
5504,5404,779.0,-42.275,172.625
5505,5405,1688.0,-42.275,172.675
5506,5406,1379.0,-42.275,172.725
5507,5477,1249.0,-42.425,172.575
5508,5478,881.0,-42.425,172.625
5509,5479,765.0,-42.425,172.675
5510,5480,1103.0,-42.425,172.725
5511,5524,1423.0,-42.375,172.575
5512,5525,969.0,-42.375,172.625
5513,5526,1521.0,-42.375,172.675
5514,5527,1097.0,-42.375,172.725
5515,5358,940.0,-42.325,172.775
5516,5359,1469.0,-42.325,172.825
5517,5360,1316.0,-42.325,172.875
5518,5407,996.0,-42.275,172.775
5519,5408,1368.0,-42.275,172.825
5520,5409,1375.0,-42.275,172.875
5521,5481,1050.0,-42.425,172.775
5522,5482,1172.0,-42.425,172.825
5523,5483,1544.0,-42.425,172.875
5524,5528,1114.0,-42.375,172.775
5525,5529,959.0,-42.375,172.825
5526,5530,1092.0,-42.375,172.875
5527,5361,1380.0,-42.325,172.925
5528,5362,793.0,-42.325,172.975
5529,5363,1153.0,-42.325,173.025
5530,5364,1057.0,-42.325,173.075
5531,5410,1144.0,-42.275,172.925
5532,5411,980.0,-42.275,172.975
5533,5412,988.0,-42.275,173.025
5534,5413,877.0,-42.275,173.075
5535,5484,812.0,-42.425,172.925
5536,5485,1461.0,-42.425,172.975
5537,5486,1230.0,-42.425,173.025
5538,5487,1070.0,-42.425,173.075
5539,5531,929.0,-42.375,172.925
5540,5532,1078.0,-42.375,172.975
5541,5533,1169.0,-42.375,173.025
5542,5534,842.0,-42.375,173.075
5543,5365,947.0,-42.325,173.125
5544,5366,1378.0,-42.325,173.175
5545,5367,994.0,-42.325,173.225
5546,5414,1144.0,-42.275,173.125
5547,5415,1220.0,-42.275,173.175
5548,5416,2088.0,-42.275,173.225
5549,5488,1334.0,-42.425,173.125
5550,5489,960.0,-42.425,173.175
5551,5490,871.0,-42.425,173.225
5552,5535,796.0,-42.375,173.125
5553,5536,696.0,-42.375,173.175
5554,5537,1314.0,-42.375,173.225
5555,5368,740.0,-42.325,173.275
5556,5369,992.0,-42.325,173.325
5557,5370,1090.0,-42.325,173.375
5558,5371,1262.0,-42.325,173.425
5559,5417,651.0,-42.275,173.275
5560,5418,679.0,-42.275,173.325
5561,5419,1194.0,-42.275,173.375
5562,5420,635.0,-42.275,173.425
5563,5491,489.0,-42.425,173.275
5564,5492,468.0,-42.425,173.325
5565,5493,425.0,-42.425,173.375
5566,5494,316.0,-42.425,173.425
5567,5538,904.0,-42.375,173.275
5568,5539,814.0,-42.375,173.325
5569,5540,792.0,-42.375,173.375
5570,5541,303.0,-42.375,173.425
5571,5372,1202.0,-42.325,173.475
5572,5373,759.0,-42.325,173.525
5573,5374,619.0,-42.325,173.575
5574,5375,863.0,-42.325,173.625
5575,5421,1240.0,-42.275,173.475
5576,5422,1430.0,-42.275,173.525
5577,5423,1215.0,-42.275,173.575
