,OID_,Elevation,Latitude,Longitude
2279,2972,854.0,-45.125,170.525
2280,2973,570.0,-45.125,170.575
2281,2253,241.0,-44.975,170.625
2282,2261,243.0,-44.975,170.675
2283,2269,288.0,-44.975,170.725
2284,2520,406.0,-45.025,170.625
2285,2521,223.0,-45.025,170.675
2286,2522,179.0,-45.025,170.725
2287,2777,561.0,-45.075,170.625
2288,2782,358.0,-45.075,170.675
2289,2786,158.0,-45.075,170.725
2290,2974,472.0,-45.125,170.625
2291,2975,294.0,-45.125,170.675
2292,2976,217.0,-45.125,170.725
2293,2277,160.0,-44.975,170.775
2294,2278,216.0,-44.975,170.825
2295,2279,198.0,-44.975,170.875
2296,2280,240.0,-44.975,170.925
2297,2523,173.0,-45.025,170.775
2298,2524,119.0,-45.025,170.825
2299,2525,62.0,-45.025,170.875
2300,2526,141.0,-45.025,170.925
2301,2790,83.0,-45.075,170.775
2302,2794,108.0,-45.075,170.825
2303,2795,40.0,-45.075,170.875
2304,2796,80.0,-45.075,170.925
2305,2977,80.0,-45.125,170.775
2306,2978,33.0,-45.125,170.825
2307,2979,16.0,-45.125,170.875
2308,2980,40.0,-45.125,170.925
2309,2281,55.0,-44.975,170.975
2310,2282,43.0,-44.975,171.025
2311,2283,29.0,-44.975,171.075
2312,2527,158.0,-45.025,170.975
2313,2528,38.0,-45.025,171.025
2314,2529,20.0,-45.025,171.075
2315,2797,71.0,-45.075,170.975
2316,2284,850.0,-44.925,167.275
2317,2285,445.0,-44.925,167.325
2318,2361,553.0,-44.875,167.325
2319,2286,164.0,-44.925,167.425
2320,2287,529.0,-44.925,167.475
2321,2288,625.0,-44.925,167.525
2322,2362,575.0,-44.875,167.425
2323,2363,503.0,-44.875,167.475
2324,2656,119.0,-44.825,167.425
2325,2657,622.0,-44.825,167.475
2326,2724,532.0,-44.775,167.525
2327,2289,878.0,-44.925,167.575
2328,2290,1182.0,-44.925,167.625
2329,2291,878.0,-44.925,167.675
2330,2292,812.0,-44.925,167.725
2331,2364,618.0,-44.875,167.575
2332,2365,301.0,-44.875,167.625
2333,2366,1451.0,-44.875,167.675
2334,2367,669.0,-44.875,167.725
2335,2658,733.0,-44.825,167.575
2336,2659,391.0,-44.825,167.625
2337,2660,1595.0,-44.825,167.675
2338,2661,1418.0,-44.825,167.725
2339,2726,643.0,-44.775,167.575
2340,2729,723.0,-44.775,167.675
2341,2732,1218.0,-44.775,167.725
2342,2063,997.0,-44.875,167.775
2343,2120,1589.0,-44.875,167.825
2344,2129,950.0,-44.875,167.875
2345,2293,241.0,-44.925,167.775
2346,2294,950.0,-44.925,167.825
2347,2295,720.0,-44.925,167.875
2348,2662,1302.0,-44.825,167.775
2349,2663,1325.0,-44.825,167.825
2350,2664,1212.0,-44.825,167.875
2351,2733,1044.0,-44.775,167.775
2352,2735,664.0,-44.775,167.825
2353,2738,254.0,-44.775,167.875
2354,2230,1765.0,-44.875,167.925
2355,2246,1618.0,-44.875,167.975
2356,2260,1022.0,-44.875,168.025
2357,2267,1043.0,-44.875,168.075
2358,2296,211.0,-44.925,167.925
2359,2297,1040.0,-44.925,167.975
2360,2298,398.0,-44.925,168.025
2361,2299,1267.0,-44.925,168.075
2362,2665,1330.0,-44.825,167.925
2363,2666,940.0,-44.825,167.975
2364,2667,1240.0,-44.825,168.025
2365,2668,789.0,-44.825,168.075
2366,2743,1656.0,-44.775,167.925
2367,2751,1614.0,-44.775,167.975
2368,2755,1295.0,-44.775,168.025
2369,2759,1420.0,-44.775,168.075
2370,2275,1140.0,-44.875,168.125
2371,2300,1398.0,-44.925,168.125
2372,2301,560.0,-44.925,168.175
2373,2302,1224.0,-44.925,168.225
2374,2368,1498.0,-44.875,168.175
2375,2369,1333.0,-44.875,168.225
2376,2669,913.0,-44.825,168.125
2377,2670,1029.0,-44.825,168.175
2378,2671,1141.0,-44.825,168.225
2379,2763,703.0,-44.775,168.125
2380,2767,1073.0,-44.775,168.175
2381,2771,1582.0,-44.775,168.225
2382,2303,1380.0,-44.925,168.275
2383,2304,407.0,-44.925,168.325
2384,2305,308.0,-44.925,168.375
2385,2306,326.0,-44.925,168.425
2386,2370,824.0,-44.875,168.275
2387,2371,1277.0,-44.875,168.325
2388,2372,308.0,-44.875,168.375
2389,2373,631.0,-44.875,168.425
2390,2672,2020.0,-44.825,168.275
2391,2673,664.0,-44.825,168.325
2392,2674,319.0,-44.825,168.375
2393,2675,911.0,-44.825,168.425
2394,2775,1478.0,-44.775,168.275
2395,2779,350.0,-44.775,168.325
2396,2783,943.0,-44.775,168.375
2397,2787,517.0,-44.775,168.425
2398,2307,1470.0,-44.925,168.475
2399,2308,781.0,-44.925,168.525
2400,2309,1193.0,-44.925,168.575
2401,2374,1733.0,-44.875,168.475
2402,2375,1083.0,-44.875,168.525
2403,2378,1484.0,-44.875,168.575
2404,2676,1763.0,-44.825,168.475
2405,2677,1522.0,-44.825,168.525
2406,2678,1171.0,-44.825,168.575
2407,2791,1112.0,-44.775,168.475
2408,2839,1692.0,-44.775,168.525
2409,2840,1484.0,-44.775,168.575
2410,2310,513.0,-44.925,168.625
2411,2311,815.0,-44.925,168.675
2412,2312,1259.0,-44.925,168.725
2413,2313,803.0,-44.925,168.775
2414,2383,1060.0,-44.875,168.625
2415,2389,492.0,-44.875,168.675
2416,2484,1218.0,-44.875,168.725
2417,2488,1351.0,-44.875,168.775
2418,2679,1353.0,-44.825,168.625
2419,2680,910.0,-44.825,168.675
2420,2681,594.0,-44.825,168.725
2421,2682,1643.0,-44.825,168.775
2422,2841,1557.0,-44.775,168.625
2423,2842,945.0,-44.775,168.675
2424,2843,878.0,-44.775,168.725
2425,2844,1504.0,-44.775,168.775
2426,2314,704.0,-44.925,168.825
2427,2315,818.0,-44.925,168.875
2428,2316,1504.0,-44.925,168.925
2429,2317,803.0,-44.925,168.975
2430,2492,691.0,-44.875,168.825
2431,2497,1528.0,-44.875,168.875
2432,2503,1192.0,-44.875,168.925
2433,2509,1064.0,-44.875,168.975
2434,2683,1161.0,-44.825,168.825
2435,2684,1265.0,-44.825,168.875
2436,2685,870.0,-44.825,168.925
2437,2686,736.0,-44.825,168.975
2438,2845,1480.0,-44.775,168.825
2439,2846,726.0,-44.775,168.875
2440,2847,1238.0,-44.775,168.925
2441,2848,1431.0,-44.775,168.975
2442,2007,528.0,-44.825,169.075
2443,2110,1416.0,-44.825,169.125
2444,2318,1160.0,-44.925,169.025
2445,2319,1228.0,-44.925,169.075
2446,2320,1601.0,-44.925,169.125
2447,2592,574.0,-44.875,169.025
2448,2593,1487.0,-44.875,169.075
2449,2594,1601.0,-44.875,169.125
2450,2687,574.0,-44.825,169.025
2451,2849,1076.0,-44.775,169.025
2452,2850,423.0,-44.775,169.075
2453,2851,937.0,-44.775,169.125
2454,2113,1400.0,-44.825,169.175
2455,2121,1478.0,-44.825,169.225
2456,2130,1215.0,-44.825,169.275
2457,2234,580.0,-44.825,169.325
2458,2321,972.0,-44.925,169.175
2459,2322,391.0,-44.925,169.225
2460,2323,230.0,-44.925,169.275
2461,2324,222.0,-44.925,169.325
2462,2596,1785.0,-44.875,169.175
2463,2597,1194.0,-44.875,169.225
2464,2598,588.0,-44.875,169.275
2465,2599,219.0,-44.875,169.325
2466,2852,1034.0,-44.775,169.175
2467,2853,788.0,-44.775,169.225
2468,2854,498.0,-44.775,169.275
2469,2855,320.0,-44.775,169.325
2470,2244,254.0,-44.825,169.375
2471,2259,302.0,-44.825,169.425
2472,2266,334.0,-44.825,169.475
2473,2325,344.0,-44.925,169.375
2474,2326,580.0,-44.925,169.425
2475,2327,528.0,-44.925,169.475
2476,2601,351.0,-44.875,169.375
2477,2603,258.0,-44.875,169.425
2478,2605,456.0,-44.875,169.475
2479,2856,693.0,-44.775,169.375
2480,2857,547.0,-44.775,169.425
2481,2858,445.0,-44.775,169.475
2482,2274,500.0,-44.825,169.525
2483,2328,994.0,-44.925,169.525
2484,2329,1226.0,-44.925,169.575
2485,2330,1152.0,-44.925,169.625
2486,2331,812.0,-44.925,169.675
2487,2379,673.0,-44.825,169.575
2488,2386,1254.0,-44.825,169.625
2489,2393,1403.0,-44.825,169.675
2490,2612,1111.0,-44.875,169.525
2491,2620,1360.0,-44.875,169.575
2492,2625,1037.0,-44.875,169.625
2493,2626,1466.0,-44.875,169.675
2494,2859,357.0,-44.775,169.525
2495,2860,779.0,-44.775,169.575
2496,2861,843.0,-44.775,169.625
2497,2862,883.0,-44.775,169.675
2498,2332,559.0,-44.925,169.725
2499,2333,489.0,-44.925,169.775
2500,2334,523.0,-44.925,169.825
2501,2485,1214.0,-44.825,169.725
2502,2491,736.0,-44.825,169.775
2503,2495,786.0,-44.825,169.825
2504,2627,761.0,-44.875,169.725
2505,2628,538.0,-44.875,169.775
2506,2629,589.0,-44.875,169.825
2507,2863,1040.0,-44.775,169.725
2508,2864,1409.0,-44.775,169.775
2509,2865,1150.0,-44.775,169.825
2510,2335,512.0,-44.925,169.875
2511,2336,649.0,-44.925,169.925
2512,2337,693.0,-44.925,169.975
2513,2338,836.0,-44.925,170.025
2514,2501,762.0,-44.825,169.875
2515,2508,613.0,-44.825,169.925
2516,2595,1132.0,-44.825,169.975
2517,2600,1423.0,-44.825,170.025
2518,2630,570.0,-44.875,169.875
2519,2631,713.0,-44.875,169.925
2520,2632,685.0,-44.875,169.975
2521,2633,1429.0,-44.875,170.025
2522,2866,884.0,-44.775,169.875
2523,2867,709.0,-44.775,169.925
2524,2868,1491.0,-44.775,169.975
2525,2869,1453.0,-44.775,170.025
2526,2339,1599.0,-44.925,170.075
2527,2340,1181.0,-44.925,170.125
2528,2341,1160.0,-44.925,170.175
2529,2342,1249.0,-44.925,170.225
2530,2604,1382.0,-44.825,170.075
2531,2608,1508.0,-44.825,170.125
2532,2610,1305.0,-44.825,170.175
2533,2616,1250.0,-44.825,170.225
2534,2634,1510.0,-44.875,170.075
2535,2635,1440.0,-44.875,170.125
2536,2636,1078.0,-44.875,170.175
2537,2637,1026.0,-44.875,170.225
2538,2870,1185.0,-44.775,170.075
2539,2871,1240.0,-44.775,170.125
2540,2872,983.0,-44.775,170.175
2541,2873,1062.0,-44.775,170.225
2542,2343,1096.0,-44.925,170.275
2543,2344,1052.0,-44.925,170.325
2544,2345,792.0,-44.925,170.375
2545,2621,952.0,-44.825,170.275
2546,2638,1081.0,-44.875,170.275
2547,2639,1280.0,-44.875,170.325
2548,2640,1304.0,-44.875,170.375
2549,2690,1507.0,-44.825,170.325
2550,2692,1047.0,-44.825,170.375
2551,2874,1403.0,-44.775,170.275
2552,2875,1411.0,-44.775,170.325
2553,2876,806.0,-44.775,170.375
2554,2009,363.0,-44.775,170.475
2555,2117,186.0,-44.775,170.525
2556,2125,251.0,-44.775,170.575
2557,2346,817.0,-44.925,170.425
2558,2347,730.0,-44.925,170.475
2559,2348,732.0,-44.925,170.525
2560,2349,383.0,-44.925,170.575
2561,2641,860.0,-44.875,170.425
2562,2642,1011.0,-44.875,170.475
2563,2643,300.0,-44.875,170.525
2564,2644,419.0,-44.875,170.575
2565,2694,940.0,-44.825,170.425
2566,2696,417.0,-44.825,170.475
2567,2698,359.0,-44.825,170.525
2568,2700,178.0,-44.825,170.575
2569,2877,486.0,-44.775,170.425
2570,2235,724.0,-44.775,170.625
2571,2242,328.0,-44.775,170.675
2572,2249,476.0,-44.775,170.725
2573,2350,242.0,-44.925,170.625
2574,2351,241.0,-44.925,170.675
2575,2352,180.0,-44.925,170.725
2576,2645,282.0,-44.875,170.625
2577,2646,183.0,-44.875,170.675
2578,2647,195.0,-44.875,170.725
2579,2702,153.0,-44.825,170.625
2580,2704,160.0,-44.825,170.675
2581,2707,560.0,-44.825,170.725
2582,2254,456.0,-44.775,170.775
2583,2265,233.0,-44.775,170.825
2584,2273,141.0,-44.775,170.875
2585,2353,196.0,-44.925,170.775
2586,2354,219.0,-44.925,170.825
2587,2355,89.0,-44.925,170.875
2588,2356,70.0,-44.925,170.925
2589,2376,129.0,-44.775,170.925
2590,2648,108.0,-44.875,170.775
2591,2649,92.0,-44.875,170.825
2592,2650,81.0,-44.875,170.875
2593,2651,78.0,-44.875,170.925
2594,2709,457.0,-44.825,170.775
2595,2710,210.0,-44.825,170.825
2596,2712,241.0,-44.825,170.875
2597,2714,215.0,-44.825,170.925
2598,2357,62.0,-44.925,170.975
2599,2358,36.0,-44.925,171.025
2600,2359,23.0,-44.925,171.075
2601,2360,21.0,-44.925,171.125
2602,2387,116.0,-44.775,170.975
2603,2394,229.0,-44.775,171.025
2604,2395,40.0,-44.775,171.075
2605,2396,10.0,-44.775,171.125
2606,2652,65.0,-44.875,170.975
2607,2653,55.0,-44.875,171.025
2608,2654,37.0,-44.875,171.075
2609,2655,27.0,-44.875,171.125
2610,2717,122.0,-44.825,170.975
2611,2719,180.0,-44.825,171.025
2612,2721,68.0,-44.825,171.075
2613,2723,19.0,-44.825,171.125
2614,2061,535.0,-44.625,167.725
2615,2397,0.0,-44.725,167.575
2616,2398,616.0,-44.725,167.625
2617,2399,657.0,-44.725,167.675
2618,2400,1187.0,-44.725,167.725
2619,2469,360.0,-44.675,167.625
2620,2470,435.0,-44.675,167.675
2621,2471,991.0,-44.675,167.725
2622,2065,16.0,-44.625,167.775
2623,2066,1404.0,-44.625,167.825
2624,2401,1053.0,-44.725,167.775
2625,2402,89.0,-44.725,167.825
2626,2403,1247.0,-44.725,167.875
2627,2472,1176.0,-44.675,167.775
2628,2473,1159.0,-44.675,167.825
2629,2474,585.0,-44.675,167.875
2630,2067,1042.0,-44.625,167.925
2631,2068,676.0,-44.625,167.975
2632,2069,1833.0,-44.625,168.025
2633,2070,1378.0,-44.625,168.075
2634,2404,318.0,-44.725,167.925
2635,2405,1191.0,-44.725,167.975
2636,2406,1545.0,-44.725,168.025
2637,2407,2092.0,-44.725,168.075
2638,2475,11.0,-44.675,167.925
2639,2476,384.0,-44.675,167.975
2640,2477,1703.0,-44.675,168.025
2641,2478,1473.0,-44.675,168.075
2642,2071,310.0,-44.625,168.125
2643,2072,502.0,-44.625,168.175
2644,2073,829.0,-44.625,168.225
2645,2408,124.0,-44.725,168.125
2646,2409,1225.0,-44.725,168.175
2647,2410,706.0,-44.725,168.225
2648,2479,60.0,-44.675,168.125
2649,2480,1541.0,-44.675,168.175
2650,2481,2018.0,-44.675,168.225
2651,2001,392.0,-44.675,168.325
2652,2002,1580.0,-44.675,168.375
2653,2003,1491.0,-44.675,168.425
2654,2074,1204.0,-44.625,168.275
2655,2075,506.0,-44.625,168.325
2656,2076,1505.0,-44.625,168.375
2657,2077,1917.0,-44.625,168.425
2658,2411,618.0,-44.725,168.275
2659,2412,361.0,-44.725,168.325
2660,2413,396.0,-44.725,168.375
2661,2414,900.0,-44.725,168.425
2662,2482,607.0,-44.675,168.275
2663,2004,734.0,-44.675,168.475
2664,2005,1612.0,-44.675,168.525
2665,2006,1519.0,-44.675,168.575
2666,2078,652.0,-44.625,168.475
2667,2079,1632.0,-44.625,168.525
2668,2080,1753.0,-44.625,168.575
2669,2415,920.0,-44.725,168.475
2670,2416,1887.0,-44.725,168.525
2671,2417,1705.0,-44.725,168.575
2672,2010,771.0,-44.675,168.625
2673,2011,560.0,-44.675,168.675
2674,2012,1121.0,-44.675,168.725
2675,2013,1118.0,-44.675,168.775
2676,2081,1188.0,-44.625,168.625
2677,2082,1477.0,-44.625,168.675
2678,2083,873.0,-44.625,168.725
2679,2084,820.0,-44.625,168.775
2680,2418,1159.0,-44.725,168.625
2681,2419,844.0,-44.725,168.675
2682,2420,543.0,-44.725,168.725
2683,2421,1055.0,-44.725,168.775
2684,2014,1788.0,-44.675,168.825
2685,2015,1080.0,-44.675,168.875
2686,2016,1345.0,-44.675,168.925
2687,2017,703.0,-44.675,168.975
2688,2085,1666.0,-44.625,168.825
2689,2086,1581.0,-44.625,168.875
2690,2087,310.0,-44.625,168.925
2691,2088,300.0,-44.625,168.975
2692,2422,1990.0,-44.725,168.825
2693,2423,794.0,-44.725,168.875
2694,2424,576.0,-44.725,168.925
2695,2425,1163.0,-44.725,168.975
2696,2018,297.0,-44.675,169.025
2697,2019,325.0,-44.675,169.075
2698,2020,279.0,-44.675,169.125
2699,2089,279.0,-44.625,169.025
2700,2090,279.0,-44.625,169.075
2701,2091,562.0,-44.625,169.125
2702,2426,1387.0,-44.725,169.025
2703,2427,1229.0,-44.725,169.075
2704,2428,416.0,-44.725,169.125
2705,2021,317.0,-44.675,169.175
2706,2022,335.0,-44.675,169.225
2707,2023,401.0,-44.675,169.275
2708,2024,514.0,-44.675,169.325
2709,2092,360.0,-44.625,169.175
2710,2093,569.0,-44.625,169.225
2711,2094,342.0,-44.625,169.275
2712,2095,616.0,-44.625,169.325
2713,2429,338.0,-44.725,169.175
2714,2430,358.0,-44.725,169.225
2715,2431,269.0,-44.725,169.275
2716,2432,363.0,-44.725,169.325
2717,2025,968.0,-44.675,169.375
2718,2026,767.0,-44.675,169.425
2719,2027,420.0,-44.675,169.475
2720,2096,1282.0,-44.625,169.375
2721,2097,1078.0,-44.625,169.425
2722,2098,761.0,-44.625,169.475
2723,2433,923.0,-44.725,169.375
2724,2434,713.0,-44.725,169.425
2725,2435,887.0,-44.725,169.475
2726,2028,669.0,-44.675,169.525
2727,2029,677.0,-44.675,169.575
2728,2030,1060.0,-44.675,169.625
2729,2031,962.0,-44.675,169.675
2730,2099,480.0,-44.625,169.525
2731,2100,923.0,-44.625,169.575
2732,2101,783.0,-44.625,169.625
2733,2102,1271.0,-44.625,169.675
2734,2436,759.0,-44.725,169.525
2735,2437,500.0,-44.725,169.575
2736,2438,558.0,-44.725,169.625
2737,2439,999.0,-44.725,169.675
2738,2032,1365.0,-44.675,169.725
2739,2033,1471.0,-44.675,169.775
2740,2034,1405.0,-44.675,169.825
2741,2103,1039.0,-44.625,169.725
2742,2104,1412.0,-44.625,169.775
2743,2105,944.0,-44.625,169.825
2744,2440,1034.0,-44.725,169.725
2745,2441,1639.0,-44.725,169.775
2746,2442,1052.0,-44.725,169.825
2747,2035,942.0,-44.675,169.875
2748,2036,1425.0,-44.675,169.925
2749,2037,1374.0,-44.675,169.975
2750,2038,1129.0,-44.675,170.025
2751,2106,747.0,-44.625,169.875
2752,2107,1494.0,-44.625,169.925
2753,2112,937.0,-44.625,169.975
2754,2116,782.0,-44.625,170.025
2755,2443,1020.0,-44.725,169.875
2756,2444,855.0,-44.725,169.925
2757,2445,1809.0,-44.725,169.975
2758,2446,1476.0,-44.725,170.025
2759,2039,881.0,-44.675,170.075
2760,2040,662.0,-44.675,170.125
2761,2041,819.0,-44.675,170.175
2762,2042,904.0,-44.675,170.225
2763,2126,616.0,-44.625,170.075
2764,2236,648.0,-44.625,170.125
2765,2243,403.0,-44.625,170.175
2766,2250,405.0,-44.625,170.225
2767,2447,1215.0,-44.725,170.075
2768,2448,881.0,-44.725,170.125
2769,2449,835.0,-44.725,170.175
2770,2450,1006.0,-44.725,170.225
2771,2043,973.0,-44.675,170.275
2772,2044,632.0,-44.675,170.325
2773,2045,240.0,-44.675,170.375
2774,2257,269.0,-44.625,170.275
2775,2262,269.0,-44.625,170.325
2776,2270,305.0,-44.625,170.375
2777,2451,1760.0,-44.725,170.275
2778,2452,941.0,-44.725,170.325
2779,2453,650.0,-44.725,170.375
2780,2046,644.0,-44.675,170.425
2781,2047,356.0,-44.675,170.475
2782,2048,272.0,-44.675,170.525
2783,2049,259.0,-44.675,170.575
2784,2382,912.0,-44.625,170.425
2785,2384,831.0,-44.625,170.475
2786,2388,477.0,-44.625,170.525
2787,2454,512.0,-44.725,170.425
2788,2455,208.0,-44.725,170.475
2789,2456,441.0,-44.725,170.525
2790,2457,566.0,-44.725,170.575
2791,2489,384.0,-44.625,170.575
2792,2050,356.0,-44.675,170.625
2793,2051,422.0,-44.675,170.675
2794,2052,612.0,-44.675,170.725
2795,2458,658.0,-44.725,170.625
2796,2459,655.0,-44.725,170.675
2797,2460,555.0,-44.725,170.725
2798,2496,310.0,-44.625,170.625
2799,2502,452.0,-44.625,170.675
2800,2507,718.0,-44.625,170.725
2801,2053,458.0,-44.675,170.775
2802,2054,504.0,-44.675,170.825
2803,2055,504.0,-44.675,170.875
2804,2056,939.0,-44.675,170.925
2805,2461,335.0,-44.725,170.775
2806,2462,272.0,-44.725,170.825
2807,2463,285.0,-44.725,170.875
2808,2464,329.0,-44.725,170.925
2809,2607,558.0,-44.625,170.775
2810,2609,461.0,-44.625,170.825
2811,2611,453.0,-44.625,170.875
2812,2619,833.0,-44.625,170.925
2813,2057,258.0,-44.675,170.975
2814,2058,109.0,-44.675,171.025
2815,2059,60.0,-44.675,171.075
2816,2060,19.0,-44.675,171.125
2817,2465,258.0,-44.725,170.975
2818,2466,88.0,-44.725,171.025
2819,2467,37.0,-44.725,171.075
2820,2468,10.0,-44.725,171.125
2821,2624,186.0,-44.625,170.975
2822,2734,109.0,-44.625,171.025
2823,2736,58.0,-44.625,171.075
2824,2740,18.0,-44.625,171.125
2825,2186,307.0,-44.475,167.875
2826,2741,170.0,-44.575,167.825
2827,2744,1600.0,-44.575,167.875
2828,2933,298.0,-44.525,167.875
2829,2187,393.0,-44.475,167.925
2830,2188,764.0,-44.475,167.975
2831,2189,1104.0,-44.475,168.025
2832,2190,99.0,-44.475,168.075
2833,2752,391.0,-44.575,167.925
2834,2756,1730.0,-44.575,167.975
2835,2760,1297.0,-44.575,168.025
2836,2764,475.0,-44.575,168.075
2837,2934,644.0,-44.525,167.925
2838,2935,1051.0,-44.525,167.975
2839,2936,1124.0,-44.525,168.025
2840,2937,17.0,-44.525,168.075
2841,3285,383.0,-44.425,167.925
2842,3286,267.0,-44.425,167.975
2843,3287,46.0,-44.425,168.025
2844,3288,773.0,-44.425,168.075
2845,2191,681.0,-44.475,168.125
2846,2192,389.0,-44.475,168.175
2847,2193,1155.0,-44.475,168.225
2848,2768,21.0,-44.575,168.125
2849,2772,1339.0,-44.575,168.175
2850,2776,1483.0,-44.575,168.225
2851,2938,906.0,-44.525,168.125
2852,2939,760.0,-44.525,168.175
2853,2940,1242.0,-44.525,168.225
2854,3289,310.0,-44.425,168.125
2855,3290,1380.0,-44.425,168.175
2856,3291,40.0,-44.425,168.225
2857,2008,1387.0,-44.525,168.275
2858,2111,1643.0,-44.525,168.325
2859,2115,1119.0,-44.525,168.375
2860,2122,736.0,-44.525,168.425
2861,2194,650.0,-44.475,168.275
2862,2195,1285.0,-44.475,168.325
2863,2196,1183.0,-44.475,168.375
2864,2197,836.0,-44.475,168.425
2865,2780,1158.0,-44.575,168.275
2866,2784,1054.0,-44.575,168.325
2867,2788,1120.0,-44.575,168.375
2868,2792,1426.0,-44.575,168.425
2869,3292,1140.0,-44.425,168.275
2870,3293,1057.0,-44.425,168.325
2871,3294,1758.0,-44.425,168.375
2872,3295,1172.0,-44.425,168.425
2873,2131,621.0,-44.525,168.475
2874,2132,1140.0,-44.525,168.525
2875,2133,1409.0,-44.525,168.575
2876,2198,1935.0,-44.475,168.475
2877,2199,1260.0,-44.475,168.525
2878,2200,1874.0,-44.475,168.575
2879,2879,1379.0,-44.575,168.475
2880,2880,1471.0,-44.575,168.525
2881,2881,1415.0,-44.575,168.575
2882,3296,735.0,-44.425,168.475
2883,3297,958.0,-44.425,168.525
2884,3298,1500.0,-44.425,168.575
2885,2134,1914.0,-44.525,168.625
2886,2135,1490.0,-44.525,168.675
2887,2136,1460.0,-44.525,168.725
2888,2137,1532.0,-44.525,168.775
2889,2201,1520.0,-44.475,168.625
2890,2202,741.0,-44.475,168.675
2891,2203,857.0,-44.475,168.725
2892,2204,1424.0,-44.475,168.775
2893,2882,1827.0,-44.575,168.625
2894,2883,880.0,-44.575,168.675
2895,2884,1449.0,-44.575,168.725
2896,2885,1019.0,-44.575,168.775
2897,3299,1680.0,-44.425,168.625
2898,3300,750.0,-44.425,168.675
2899,3301,1754.0,-44.425,168.725
2900,3302,1822.0,-44.425,168.775
2901,2138,1693.0,-44.525,168.825
2902,2139,461.0,-44.525,168.875
2903,2140,693.0,-44.525,168.925
2904,2141,1783.0,-44.525,168.975
2905,2205,596.0,-44.475,168.825
2906,2206,1010.0,-44.475,168.875
2907,2207,1413.0,-44.475,168.925
2908,2208,1281.0,-44.475,168.975
2909,2886,1973.0,-44.575,168.825
2910,2887,604.0,-44.575,168.875
2911,2888,580.0,-44.575,168.925
2912,2889,905.0,-44.575,168.975
2913,3303,385.0,-44.425,168.825
2914,3304,1461.0,-44.425,168.875
2915,3305,1361.0,-44.425,168.925
2916,3306,1538.0,-44.425,168.975
2917,2142,993.0,-44.525,169.025
2918,2143,387.0,-44.525,169.075
2919,2144,279.0,-44.525,169.125
2920,2209,991.0,-44.475,169.025
2921,2210,1310.0,-44.475,169.075
2922,2211,279.0,-44.475,169.125
2923,2890,748.0,-44.575,169.025
2924,2891,279.0,-44.575,169.075
2925,2892,382.0,-44.575,169.125
2926,3307,937.0,-44.425,169.025
2927,3308,907.0,-44.425,169.075
2928,3309,281.0,-44.425,169.125
2929,2145,1228.0,-44.525,169.175
2930,2146,501.0,-44.525,169.225
2931,2147,348.0,-44.525,169.275
2932,2148,821.0,-44.525,169.325
2933,2212,639.0,-44.475,169.175
2934,2213,852.0,-44.475,169.225
2935,2214,348.0,-44.475,169.275
2936,2215,601.0,-44.475,169.325
2937,2893,1209.0,-44.575,169.175
2938,2894,700.0,-44.575,169.225
2939,2895,348.0,-44.575,169.275
2940,2896,449.0,-44.575,169.325
2941,3310,279.0,-44.425,169.175
2942,3311,810.0,-44.425,169.225
2943,3312,647.0,-44.425,169.275
2944,3313,403.0,-44.425,169.325
2945,2149,758.0,-44.525,169.375
2946,2150,800.0,-44.525,169.425
2947,2151,788.0,-44.525,169.475
2948,2216,1439.0,-44.475,169.375
2949,2217,1567.0,-44.475,169.425
2950,2218,1127.0,-44.475,169.475
2951,2897,1123.0,-44.575,169.375
2952,2898,1000.0,-44.575,169.425
2953,2899,1096.0,-44.575,169.475
2954,3314,348.0,-44.425,169.375
2955,3315,455.0,-44.425,169.425
2956,3316,1000.0,-44.425,169.475
2957,2152,813.0,-44.525,169.525
2958,2153,868.0,-44.525,169.575
2959,2154,1010.0,-44.525,169.625
2960,2155,893.0,-44.525,169.675
2961,2219,1556.0,-44.475,169.525
2962,2220,933.0,-44.475,169.575
2963,2221,1178.0,-44.475,169.625
2964,2222,1126.0,-44.475,169.675
2965,2900,1108.0,-44.575,169.525
2966,2901,779.0,-44.575,169.575
2967,2902,819.0,-44.575,169.625
2968,2903,961.0,-44.575,169.675
2969,3317,1511.0,-44.425,169.525
2970,3318,1433.0,-44.425,169.575
2971,3319,1087.0,-44.425,169.625
2972,3320,737.0,-44.425,169.675
2973,2156,683.0,-44.525,169.725
2974,2157,1334.0,-44.525,169.775
2975,2158,536.0,-44.525,169.825
2976,2223,643.0,-44.475,169.725
2977,2224,1135.0,-44.475,169.775
2978,2225,603.0,-44.475,169.825
2979,2904,1588.0,-44.575,169.725
2980,2905,1397.0,-44.575,169.775
2981,2906,741.0,-44.575,169.825
2982,3321,761.0,-44.425,169.725
2983,3322,939.0,-44.425,169.775
2984,3323,658.0,-44.425,169.825
2985,2159,497.0,-44.525,169.875
2986,2160,468.0,-44.525,169.925
2987,2161,898.0,-44.525,169.975
2988,2162,668.0,-44.525,170.025
2989,2226,710.0,-44.475,169.875
2990,2907,554.0,-44.575,169.875
2991,2908,844.0,-44.575,169.925
2992,2909,706.0,-44.575,169.975
2993,2910,1130.0,-44.575,170.025
2994,3042,450.0,-44.475,169.925
2995,3111,419.0,-44.475,169.975
2996,3113,400.0,-44.475,170.025
2997,3324,566.0,-44.425,169.875
2998,3325,570.0,-44.425,169.925
2999,3326,448.0,-44.425,169.975
3000,3331,771.0,-44.425,170.025
